INN_Name,BrandName,Phase,Applicants,Links,LigID,pdbID,Type,RoF,MW,LogP,TPSA,HBA,HBD,NRB,Indications,Targets,Kinase families,Canonical_Smiles_InChiKey,First_Approval,SC_Patent,Chirality,Synonyms,FDA approved,Melting points (°C)
Ponatinib,Iclusig,4,Ariad Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'0LI',3ik3 3oxz 3zos 4c8b 4qrc 4tyj 4u0i 4uxq 4v01 4v04 6eg9,2,1,532.2,4.5,65.8,6,1,4,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.","ABL1
BCR
KIT
RET
TEK
FLT3
FGFR1
FGFR2
FGFR3
FGFR4
LCK
SRC
LYN
KDR
PDGFRA","Atypical
Tyr","Smiles=Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C
InChiKey=PHXJVRSECIGDHY-UHFFFAOYSA-N",2012,US-8114874-B2,Achiral Molecule,"Iclusig
AP-24534
Ponatinib",Y,
Poziotinib,nan,2,Hanmi Pharmaceutical,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,1,490.1,5.4,76.6,6,1,6,nan,EGFR,Tyr,"Smiles=COc1cc2c(cc1OC3CCN(CC3)C(=O)C=C)c(ncn2)Nc4ccc(c(c4F)Cl)Cl
InChiKey=LPFWVDIFUFFKJU-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"NOV-120101
Poziotinib
HM-781-36B",,
Pralsetinib,nan,1.5,Blueprint Medicines,"ChemSpider
FDA SRS",NaN,NaN,nan,1,533.3,4.2,135.5,9,3,8,"Pralsetinib, also known as BLU-667, is a highly potent, selective, next generation RET inhibitor. BLU-667 is a potent and selective inhibitor of RET mutations, fusions, and predicted resistant mutants. RET fusions are key drivers of multiple cancers, including lung and thyroid cancer, and our research suggests that RET also plays a key role in some colon and breast cancers. By simultaneously targeting the primary driver and predicted resistant mutants that render cancer cells insensitive to treatment with currently approved drugs",nan,,"Smiles=Cc1[nH]nc(c1)Nc2nc(nc(c2)C)[C@H]3CC[C@@](CC3)(OC)C(=O)N[C@H](c4cnc(cc4)n5ncc(c5)F)C
InChiKey=GBLBJPZSROAGMF-BATDWUPUSA-N",nan,nan,nan,BLU-667,,
Prexasertib,nan,2,Eli Lilly,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,0,365.2,2.2,134.8,8,3,8,nan,"CHEK1
CHEK2",CAMK,"Smiles=COc1cccc(c1c2cc(n[nH]2)Nc3cnc(cn3)C#N)OCCCN
InChiKey=DOTGPNHGTYJDEP-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"LY-2606368
Prexasertib",,
Pyrotinib,nan,3,Hengrui Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,2,582.2,6.5,112.4,8,2,10,nan,"EGFR
ERBB2",Tyr,"Smiles=CCOc1cc2c(cc1NC(=O)/C=C/[C@H]3CCCN3C)c(c(cn2)C#N)Nc4ccc(c(c4)Cl)OCc5ccccn5
InChiKey=SADXACCFNXBCFY-IYNHSRRRSA-N",nan,nan,Single Stereoisomer,SHR1258,,
Quizartinib,nan,3,Ambit Biosciences,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'P30',4rt7 4xuf,2,2,560.2,5.9,106.2,9,2,7,nan,"FLT3
CSF1R
KIT",Tyr,"Smiles=CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6
InChiKey=CVWXJKQAOSCOAB-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"ASP-2689
AC220
Quizartinib
AC010220
AC-220",,
Rabusertib,nan,2,Eli Lilly,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,0,435.1,2.9,97.4,6,3,5,nan,CHEK1,CAMK,"Smiles=Cc1cc(c(cc1Br)NC(=O)Nc2cnc(cn2)C)OC[C@@H]3CNCCO3
InChiKey=SYYBDNPGDKKJDU-ZDUSSCGKSA-N",nan,nan,Single Stereoisomer,"Rabusertib
LY-2603618
IC-83",,
Radotinib,nan,3,Il-Yang Pharmaceutical,"ChemSpider
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,2,530.2,5.8,110.5,8,2,6,"Radotinib is indicated for the treatment of different types of cancer, most notably Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) with resistance or intolerance of other Bcr-Abl tyrosine-kinase inhibitors, such as patients resistant or intolerant to imatinib.","ABL1
PDGFRB",Tyr,"Smiles=Cc1ccc(cc1Nc2nccc(n2)c3cnccn3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F
InChiKey=DUPWHXBITIZIKZ-UHFFFAOYSA-N",nan,nan,nan,"SUPEC
IY5511HCL",,
Ralimetinib,nan,2,Eli Lilly,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,1,420.2,5.6,85.4,5,2,3,nan,"MAPK14
MAPK11",CMGC,"Smiles=CC(C)(C)Cn1c2c(ccc(n2)c3c(nc([nH]3)C(C)(C)C)c4ccc(cc4)F)nc1N
InChiKey=XPPBBJCBDOEXDN-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"LY-2228820
LY-22288220
Ralimetinib",,
Ravoxertinib,nan,1,Genentech,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'6QB',5k4i 5k4j 6oph,nan,0,440.1,3.2,97.9,8,2,6,nan,nan,,"Smiles=Cn1c(ccn1)Nc2nccc(n2)c3ccn(c(=O)c3)[C@H](CO)c4ccc(c(c4)F)Cl
InChiKey=RZUOCXOYPYGSKL-GOSISDBHSA-N",nan,nan,Single Stereoisomer,"Ravoxertinib
RG-7842
GDC-0994",,
Rebastinib,nan,2,Deciphera Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'919',3qri 3qrj 5g6v 6cnh 6mwe,2,2,553.2,6,123.1,7,3,6,nan,"FLT3
TEK
KDR
LYN
BCR
ABL1
NTRK1","Atypical
Tyr","Smiles=CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC
InChiKey=WVXNSAVVKYZVOE-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"DP-1919
DP-1919
DCC-2036
Rebastinib",,
Recilisib,Ex-RAD,1,Onconova Therapeutics,"ChemSpider
ChEMBL
PubChem
ZINC
FDA SRS",NaN,NaN,nan,0,336,3.6,71.4,3,1,5,nan,nan,,"Smiles=c1cc(ccc1CS(=O)(=O)/C=C/c2ccc(cc2)C(=O)O)Cl
InChiKey=KBEKQQJUNVQLDZ-MDZDMXLPSA-N",nan,nan,Achiral Molecule,"Ex-RAD
ON-01210
ON-01210.Na
Recilisib",,
Refametinib,nan,2,Bayer,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS",'VRA',3e8n,nan,1,572,3.5,107.9,6,4,9,nan,MAP2K1,STE,"Smiles=COc1cc(c(c(c1NS(=O)(=O)C2(CC2)C[C@@H](CO)O)Nc3ccc(cc3F)I)F)F
InChiKey=RDSACQWTXKSHJT-NSHDSACASA-N",nan,nan,Single Stereoisomer,"BAY-86-9766
Refametinib
RDEA-119",,
Regorafenib,Stivarga,4,Bayer,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,2,1,482.1,5.7,92.3,4,3,5,"Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate.","FLT1
KDR
FLT4
KIT
PDGFRA
PDGFRB
FGFR1
FGFR2
TEK
DDR2
NTRK1
EPHA2
RAF1
BRAF
MAPK11
FRK
ABL1
RET","TKL
Tyr
CMGC","Smiles=CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
InChiKey=FNHKPVJBJVTLMP-UHFFFAOYSA-N",2012,US-7351834-B1,Achiral Molecule,"Stivarga
Regorafenib
BAY-734506 monohydrate
BAY-73-4506",Y,
Ribociclib,Kisqali,4,Novartis,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'6ZZ',5l2t,1,0,434.3,2.8,91.2,8,2,5,"Kisqali (ribociclib) is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably.","CDK4
CDK6",CMGC,"Smiles=CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5
InChiKey=RHXHGRAEPCAFML-UHFFFAOYSA-N",2017,US-8324225-B2,Achiral Molecule,"Ribociclib
LEE-011
NVP-LEE011",Y,
Rigosertib,nan,3,Onconova Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'6FS',5j18 5j2r 5ov7,3,0,451.1,2.8,120.4,8,2,11,nan,"PIK3CA
PLK1","Atypical
Other","Smiles=COc1ccc(cc1NCC(=O)O)CS(=O)(=O)/C=C/c2c(cc(cc2OC)OC)OC
InChiKey=OWBFCJROIKNMGD-BQYQJAHWSA-N",nan,nan,Achiral Molecule,"Rigosertib
ON-01910",,
Ripasudil,nan,2,Kowa Pharmaceutical,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,323.1,1.7,62.3,4,1,2,nan,nan,,"Smiles=C[C@H]1CNCCCN1S(=O)(=O)c2cccc3c2c(cnc3)F
InChiKey=QSKQVZWVLOIIEV-NSHDSACASA-N",nan,nan,nan,RIPASUDIL,,
Ripretinib,nan,3,Deciphera Pharmaceuticals,"ChemSpider
PubChem
DrugBank
Guide to Pharmacology
FDA SRS",NaN,NaN,nan,2,509.1,5.7,88,5,3,5,"Ripretinib (DCC-2618) is an orally bioavailable, potent pan-KIT and PDGFRα kinase inhibitor being developed by Dicephera Pharmaceuticals. It is in clinical development for the treatment of malignancies that are driven by KIT and/or PDGFRα, for example gastrointestinal stromal tumors, glioblastoma multiforme and systemic mastocytosis. Ripretinib has activity across a broad range of resistance mutations in its target kinases, that emerge in response to imatinib treatment. Ripretinib binds to the 'switch pocket' of KIT, a domain that regulates the enzyme's catalytic conformation. Compounds that act in this way are often referred to as switch control inhibitors.",nan,,"Smiles=CCn1c2cc(ncc2cc(c1=O)c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)NC
InChiKey=CEFJVGZHQAGLHS-UHFFFAOYSA-N",nan,nan,nan,"DCC-2618
RIPRETINIB",,
Riviciclib,nan,2,Piramal Enterprises,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,401.1,3.3,94.1,6,3,3,nan,"CDK1
CDK4
CDK9",CMGC,"Smiles=CN1CC[C@H]([C@@H]1CO)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O
InChiKey=QLUYMIVVAYRECT-OCCSQVGLSA-N",nan,nan,Racemic Mixture,,,
Rivoceranib,nan,1,Advenchen Laboratories,"ChemSpider
ChEMBL
PubChem
FDA SRS
BindingDB",NaN,NaN,nan,0,493.2,4.2,145.1,7,3,6,Rivoceranib Mesylate is a novel selective inhibitor of vascular endothelial growth factor receptor 2 (vegfr2),nan,,"Smiles=CS(=O)(=O)O.c1cc(c(nc1)NCc2ccncc2)C(=O)Nc3ccc(cc3)C4(CCCC4)C#N
InChiKey=FYJROXRIVQPKRY-UHFFFAOYSA-N",nan,nan,nan,YN-968D1,,
Rociletinib,nan,3,Clovis Oncology,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'8JC',5xdk 5xdl,1,1,555.2,4.8,111.7,8,3,8,nan,EGFR,Tyr,"Smiles=CC(=O)N1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Nc4cccc(c4)NC(=O)C=C)C(F)(F)F
InChiKey=HUFOZJXAKZVRNJ-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"CNX-419
AVL-301
CO-1686
Rociletinib",,
Rogaratinib,nan,2,Bayer,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
FDA SRS
BindingDB",NaN,NaN,nan,0,466.2,2.6,107,9,2,6,Rogaratinib (BAY-1163877) is a FGFR-selective kinase inhibitor that is being investigated for antineoplastic activity.,nan,,"Smiles=Cc1cc2cc(sc2c(c1)OC)c3c(c(n4c3c(ncn4)N)CN5CCNC(=O)C5)COC
InChiKey=HNLRRJSKGXOYNO-UHFFFAOYSA-N",nan,nan,nan,"ROGARATINIB
BAY 1163877",,
Roniciclib,nan,2,Bayer,"ChemSpider
PubChem
DrugBank
ZINC
FDA SRS",NaN,NaN,nan,0,430.1,4,108.2,7,3,7,nan,"CDK1
CDK2
CDK4
CDK9",CMGC,"Smiles=C[C@H]([C@@H](C)Oc1c(cnc(n1)Nc2ccc(cc2)[S@](=N)(=O)C3CC3)C(F)(F)F)O
InChiKey=UELYDGOOJPRWGF-SRQXXRKNSA-N",nan,nan,Single Stereoisomer,,,
Ruboxistaurin,Arxxant,3,Eli Lilly,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'LY4',1uu3 2j2i,nan,0,468.2,3.5,68.5,6,1,2,nan,nan,,"Smiles=CN(C)C[C@@H]1CCn2cc(c3c2cccc3)C4=C(c5cn(c6c5cccc6)CCO1)C(=O)NC4=O
InChiKey=ZCBUQCWBWNUWSU-SFHVURJKSA-N",nan,nan,Single Stereoisomer,"Arxxant
LY-333531
Ruboxistaurin",,
Ruxolitinib,Jakafi,4,Incyte Corporation,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'RXT',4u5j,1,0,306.2,3.5,83.2,5,1,4,"Treatment of intermediate or high-risk myelofibrosis, including primary myelofibrosis, post-polycythemia vera (post-PV) myelofibrosis and post-essential thrombocythemia (post-ET) myelofibrosis. [Lexicomp] Myeolofibrosis is the proliferation of abnormal bone marrow stem cells which cause fibrosis (the excessive formation of connective tissue).","JAK1
JAK2",Tyr,"Smiles=c1c[nH]c2c1c(ncn2)c3cnn(c3)[C@H](CC#N)C4CCCC4
InChiKey=HFNKQEVNSGCOJV-OAHLLOKOSA-N",2011,US-7598257-B2,Single Stereoisomer,"Jakavi
INCB-018424
Ruxolitinib",Y,
Samotolisib,nan,2,Eli Lilly,"ChemSpider
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,0,406.2,3.2,82.2,7,1,5,"LY3023414 is a dual inhibitor of phosphoinositide 3-kinase α (PI3Kα) and the serine/threonine kinase mTOR (mechanistic target of rapamycin), with potential antineoplastic activity.",nan,,"Smiles=C[C@@H](Cn1c2c3cc(ccc3ncc2n(c1=O)C)c4cc(cnc4)C(C)(C)O)OC
InChiKey=ACCFLVVUVBJNGT-AWEZNQCLSA-N",nan,nan,nan,"LY-3023414
LY 3023414
WHO 10889
LY3023414",,
Sapanisertib,nan,2,Takeda,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'FE5',6gvf,nan,0,309.1,2.4,121.7,8,2,2,nan,MTOR,Atypical,"Smiles=CC(C)n1c2c(c(n1)c3ccc4c(c3)nc(o4)N)c(ncn2)N
InChiKey=GYLDXIAOMVERTK-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"MLN-0128
Sapanisertib
TAK-228",,
Sapitinib,nan,2,Astrazeneca,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,473.2,3.8,88.6,7,2,7,nan,"EGFR
ERBB2
ERBB4
ERBB3",Tyr,"Smiles=CNC(=O)CN1CCC(CC1)Oc2cc3c(cc2OC)ncnc3Nc4cccc(c4F)Cl
InChiKey=DFJSJLGUIXFDJP-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"Sapitinib
AZD-8931",,
Saracatinib,nan,3,Astrazeneca,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'H8H',2h8h 4qmx 5vcx 5vd3,1,1,541.2,3.9,90.4,10,1,8,nan,"SRC
ABL1",Tyr,"Smiles=CN1CCN(CC1)CCOc2cc3c(c(c2)OC4CCOCC4)c(ncn3)Nc5c(ccc6c5OCO6)Cl
InChiKey=OUKYUETWWIPKQR-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"AZD-0530
Saracatinib
AZ-10353926",,
Savolitinib,nan,3,Astrazeneca,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'V0L',5lbw 6sde,nan,0,345.1,1.9,91.6,9,0,3,nan,MET,Tyr,"Smiles=C[C@@H](c1ccc2nccn2c1)n3c4c(ncc(n4)c5cnn(c5)C)nn3
InChiKey=XYDNMOZJKOGZLS-NSHDSACASA-N",nan,nan,Single Stereoisomer,"AZD-6094
Savolitinib
HMPL-504
AZD6094",,
Selatinib,nan,1,Qilu Pharmaceutical,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology
BindingDB",NaN,NaN,nan,2,564.1,6.5,89.3,7,2,11,nan,"EGFR
ERBB2",Tyr,"Smiles=CS(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F
InChiKey=OAMVGUFHZPRXOM-UHFFFAOYSA-N",nan,nan,nan,,,
Seliciclib,nan,2,Cyclacel pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'RRC',1unl 1ygk 2a4l 3ddq,1,0,354.2,3.2,87.9,7,3,8,nan,"CDK2
CDK7
CDK9",CMGC,"Smiles=CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1
InChiKey=BTIHMVBBUGXLCJ-OAHLLOKOSA-N",nan,nan,Single Stereoisomer,"Seliciclib
CYC-202
AL-39256",,
Selonsertib,nan,2,Gilead Sciences,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'NJV',6oyt,nan,0,445.2,4.7,90.5,7,1,6,nan,MAP3K5,STE,"Smiles=Cc1cc(c(cc1n2cc(nc2)C3CC3)C(=O)Nc4cccc(n4)c5nncn5C(C)C)F
InChiKey=YIDDLAAKOYYGJG-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"GS-4997
Selonsertib",,
Selumetinib,nan,3,Astrazeneca,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'3EW',4u7z,3,0,456,3.5,88.4,6,3,6,nan,"MAP2K1
MAP2K2",STE,"Smiles=Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO
InChiKey=CYOHGALHFOKKQC-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"ARRY-142886
AZD-6244
ARRY-886
Selumetinib",,
Semaxanib,nan,3,Sugen,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'X2M',2x2m,1,0,238.1,3.1,44.9,1,2,1,Investigated for use/treatment in colorectal cancer and lung cancer.,KDR,Tyr,"Smiles=Cc1cc([nH]c1/C=C\2/c3ccccc3NC2=O)C
InChiKey=WUWDLXZGHZSWQZ-WQLSENKSSA-N",nan,nan,Achiral Molecule,"SU-5416
Semaxinib
Semaxanib",,
Silmitasertib,nan,2,Senhwa Biosciences,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'3NG',3nga 3pe1 5o11 6fyl 6fyp 6fyv 6hmb 6isj 6k3l 6khd 6khe 6khf 6p5s,1,0,349.1,4.9,75.1,4,2,3,nan,"CSNK2A1
CSNK2A2",Other,"Smiles=c1cc(cc(c1)Cl)Nc2c3ccncc3c4ccc(cc4n2)C(=O)O
InChiKey=MUOKSQABCJCOPU-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"Silmitasertib
CX-4945",,
Simotinib,nan,3,Advenchen Laboratories,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,1,500.2,4.4,78,8,1,7,nan,EGFR,Tyr,"Smiles=COc1cc2c(cc1OCCN3CC4(CC4)C5(C3)OCCO5)c(ncn2)Nc6ccc(c(c6)Cl)F
InChiKey=OXWUWXCJDBRCCG-UHFFFAOYSA-N",nan,nan,nan,SIM-6802,,
Sitravatinib,nan,3,Mirati Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,2,629.2,6.5,114.5,8,3,12,nan,"RET
DDR2
NTRK1
NTRK2
NTRK3",Tyr,"Smiles=COCCNCc1ccc(nc1)c2cc3c(s2)c(ccn3)Oc4ccc(cc4F)NC(=O)C5(CC5)C(=O)Nc6ccc(cc6)F
InChiKey=WLAVZAAODLTUSW-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"MGCD516
Sitravatinib",,
Solcitinib,nan,2,GlaxoSmithKline,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,389.2,3.2,79.6,5,1,4,nan,JAK1,Tyr,"Smiles=CC1(CN(C1)C(=O)c2ccc(cc2)c3cccc4n3nc(n4)NC(=O)C5CC5)C
InChiKey=MPYACSQFXVMWNO-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"GLPG-0788
GSK2586184A
Solcitinib
GSK2586184
G-154578
GLPG-0778",,
