INN_Name,BrandName,Phase,Applicants,Links,LigID,pdbID,Type,RoF,MW,LogP,TPSA,HBA,HBD,NRB,Indications,Targets,Kinase families,Canonical_Smiles_InChiKey,First_Approval,SC_Patent,Chirality,Synonyms,FDA approved,Melting points (°C)
Sonolisib,nan,2,Cascadian Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,1,525.2,3.1,119.4,9,1,8,nan,"PIK3CA
PIK3CB
PIK3CG",Atypical,"Smiles=CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CC=C)CC=C)/C4=C(C3=O)O)COC)C)C
InChiKey=QIUASFSNWYMDFS-NILGECQDSA-N",nan,nan,Single Stereoisomer,"Sonolisib
PX-866",,
Sorafenib,Nexavar,4,Bayer,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'BAX',1uwh 1uwj 3gcs 3heg 3rgf 3wze 4asd 5hi2,2,1,464.1,5.5,92.3,4,3,5,Sorafenib is indicated for the treatment of unresectable hepatocellular carcinoma and advanced renal cell carcinoma.,"BRAF
RAF1
FLT4
KDR
FLT3
PDGFRB
KIT
FGFR1
RET
FLT1","TKL
Tyr","Smiles=CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
InChiKey=MLDQJTXFUGDVEO-UHFFFAOYSA-N",2005,US-7235576-B1,Achiral Molecule,"Nexavar
Sorafenib
BAY-43-9006",Y,205.6
Sotrastaurin,nan,2,Novartis,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'LW4',3iw4,nan,0,438.2,2.4,94.2,6,2,3,nan,nan,,"Smiles=CN1CCN(CC1)c2nc3ccccc3c(n2)C4=C(C(=O)NC4=O)c5c[nH]c6c5cccc6
InChiKey=OAVGBZOFDPFGPJ-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"AEB-071
NVP-AEB071
AEB071
Sotrastaurin",,
Spebrutinib,nan,2,Celgene,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,0,423.2,4.3,97.4,7,3,10,nan,BTK,Tyr,"Smiles=COCCOc1ccc(cc1)Nc2ncc(c(n2)Nc3cccc(c3)NC(=O)C=C)F
InChiKey=KXBDTLQSDKGAEB-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"CC-292
AVL-292
Spebrutinib",,
Sunitinib,Sutent,4,Cp Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'B49',2y7j 3g0e 3g0f 3miy 3ti1 4agd 4ks8 4qmz 6nfy 6nfz 6ng0,1,0,398.2,3.3,77.2,3,3,7,For the treatment of advanced renal cell carcinoma as well as the treatment of gastrointestinal stromal tumor after disease progression on or intolerance to imatinib mesylate.,"PDGFRB
FLT1
KIT
KDR
FLT4
FLT3
CSF1R
PDGFRA",Tyr,"Smiles=CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C
InChiKey=WINHZLLDWRZWRT-ATVHPVEESA-N",2006,US-6573293-B2,Achiral Molecule,"Sutent
Sunitinib
SU-11248
Sutent",Y,
Tafetinib,nan,1,Nanjing Yoko Biomedical,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,424.2,3.7,77.2,3,3,6,nan,"KDR
FLT4
FLT1",Tyr,"Smiles=CCN(CC)CCNC(=O)c1c([nH]c\2c1CCC/C2=C/3\c4cc(ccc4NC3=O)F)C
InChiKey=KGSRYTUWXUESJK-FXBPSFAMSA-N",nan,nan,nan,,,
Talmapimod,nan,2,Scios inc,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'469',3hub 3zsh,1,1,512.2,4,65.9,5,0,5,Investigated for use/treatment in pain (acute or chronic) and rheumatoid arthritis.,MAPK14,CMGC,"Smiles=C[C@@H]1CN([C@H](CN1C(=O)c2cc3c(cc2Cl)n(cc3C(=O)C(=O)N(C)C)C)C)Cc4ccc(cc4)F
InChiKey=ZMELOYOKMZBMRB-DLBZAZTESA-N",nan,nan,Single Stereoisomer,"Talmapimod
SCIO-469",,
Tamatinib,nan,2,Rigel Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'585',3fqs 3piy,1,0,470.2,3.6,128.8,10,3,7,nan,SYK,Tyr,"Smiles=CC1(C(=O)Nc2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)C
InChiKey=NHHQJBCNYHBUSI-UHFFFAOYSA-N",nan,nan,nan,R-406,,
Tandutinib,nan,2,Takeda,"ChemSpider
ChEMBL
PubChem
DrugBank
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,2,562.3,5,92.3,8,1,10,Investigated for use/treatment in leukemia (myeloid).,"FLT3
PDGFD","(*)
Tyr","Smiles=CC(C)Oc1ccc(cc1)NC(=O)N2CCN(CC2)c3c4cc(c(cc4ncn3)OCCCN5CCCCC5)OC
InChiKey=UXXQOJXBIDBUAC-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"Tandutinib
MLN-0518
CT-53518
MLN-518",,
Tanzisertib,nan,2,Celgene,"ChemSpider
ChEMBL
DrugBank
RCSB
PDBe
ZINC
FDA SRS
BindingDB",'KBI',3tti,1,0,448.2,3.7,97.1,8,3,5,nan,MAPK8,CMGC,"Smiles=c1c(c(c(cc1F)F)Nc2n(c3nc(ncc3n2)N[C@H]4CC[C@@H](CC4)O)[C@@H]5COCC5)F
InChiKey=IBGLGMOPHJQDJB-IHRRRGAJSA-N",nan,nan,Single Stereoisomer,"Tanzisertib
JNK-930
CC-930",,
Tarloxotinib,nan,2,Threshold Pharmaceuticals,"ChemSpider
PubChem
FDA SRS",NaN,NaN,nan,1,679,1.6,140.8,9,2,9,nan,EGFR,Tyr,"Smiles=Cn1cnc(c1C[N+](C)(C)C/C=C/C(=O)Nc2cc3c(cn2)ncnc3Nc4ccc(c(c4)Br)Cl)[N+](=O)[O-].[Br-]
InChiKey=WAKIMVYUBWMMHJ-FXRZFVDSSA-N",nan,nan,nan,,,
Taselisib,nan,3,Hoffmann-La Roche,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'799',5t8f,1,0,460.2,3.2,118.7,9,1,5,nan,"PIK3CA
PIK3CD
PIK3CG",Atypical,"Smiles=Cc1nc(n(n1)C(C)C)c2cn3c(n2)-c4ccc(cc4OCC3)c5cnn(c5)C(C)(C)C(=O)N
InChiKey=BEUQXVWXFDOSAQ-UHFFFAOYSA-N",nan,nan,Racemic Mixture,"RG-7604
Taselisib
GDC-0032",,
Telatinib,nan,2,Bayer,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,409.1,4,102.2,7,2,6,nan,"KDR
FLT4",Tyr,"Smiles=CNC(=O)c1cc(ccn1)COc2c3c(cco3)c(nn2)Nc4ccc(cc4)Cl
InChiKey=QFCXANHHBCGMAS-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"BAY-57-9352
Telatinib
BAY-579352",,
Tepotinib,nan,2,Merck,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'3E8',4r1v,1,0,492.2,4,96.9,8,0,7,nan,MET,Tyr,"Smiles=CN1CCC(CC1)COc2cnc(nc2)c3cccc(c3)Cn4c(=O)ccc(n4)c5cccc(c5)C#N
InChiKey=AHYMHWXQRWRBKT-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"MSC-2156119
Tepotinib
MSC-2156119J
EMD-1214063",,
Tesevatinib,nan,2,Kadmon Corporation,"ChemSpider
ChEMBL
DrugBank
ZINC
FDA SRS",NaN,NaN,nan,1,490.1,5.8,59.5,6,1,6,nan,"EGFR
ERBB2
KDR
FLT4
EPHB4",Tyr,"Smiles=CN1C[C@H]2C[C@H](C[C@H]2C1)COc3cc4c(cc3OC)c(ncn4)Nc5ccc(c(c5F)Cl)Cl
InChiKey=HVXKQKFEHMGHSL-QKDCVEJESA-N",nan,nan,Racemic Mixture,"Tesevatinib
XL-647
KD-020
KD-019",,
Tivantinib,nan,3,Daiichi Sankyo,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'TIV',5cb4,nan,0,369.1,3.6,66.9,3,2,2,nan,MET,Tyr,"Smiles=c1ccc2c(c1)c(c[nH]2)[C@H]3[C@@H](C(=O)NC3=O)c4cn5c6c4cccc6CCC5
InChiKey=UCEQXRCJXIVODC-PMACEKPBSA-N",nan,nan,Single Stereoisomer,"ARQ-197
Tivantinib",,
Tivozanib,nan,4,Aveo Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'AV9',4ase,2,1,454.1,5.6,107.7,7,2,6,Tivozanib is an oral VEGF receptor tyrosine kinase inhibitor.,"FLT1
KDR
FLT4",Tyr,"Smiles=Cc1cc(no1)NC(=O)Nc2ccc(cc2Cl)Oc3ccnc4c3cc(c(c4)OC)OC
InChiKey=SPMVMDHWKHCIDT-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"AV-951
Tivozanib
Kil-8951
Kil8951
ASP-4130
KRN-951",N,
Toceranib,nan,0,Pfizer,"ChemSpider
ChEMBL
PubChem
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,396.2,3.1,77.2,3,3,5,nan,KIT,KIT,"Smiles=Cc1c([nH]c(c1C(=O)NCCN2CCCC2)C)/C=C\3/c4cc(ccc4NC3=O)F
InChiKey=SRSGVKWWVXWSJT-ATVHPVEESA-N",nan,nan,Achiral Molecule,"PHA-291639
Toceranib",,
Tofacitinib,Xeljanz,4,Pfizer,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'MI1',3eyg 3fup 3lxk 3lxn 4oti,1,0,312.2,1.5,88.9,5,1,3,"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient. Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis. It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.","JAK1
JAK2
JAK3
TYK2",Tyr,"Smiles=C[C@@H]1CCN(C[C@@H]1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N
InChiKey=UJLAWZDWDVHWOW-YPMHNXCESA-N",2012,US-6956041-B2,Single Stereoisomer,"Tasocitinib
550
CP-690550
CP-690
Tofacitinib",Y,
Tomivosertib,nan,2,Effector Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS",'N45',6ck6,nan,0,340.2,1.6,114.9,7,3,2,"Tomivosertib, also known as eFT508 is a MNK1/2 inhibitor. Tomivosertib binds to and inhibits the activity of MNK1 and 2. This prevents MNK1/2-mediated signaling, and inhibits the phosphorylation of certain regulatory proteins, including eukaryotic translation initiation factor 4E (eIF4E), that regulate the translation of messenger RNAs (mRNAs) involved in tumor cell proliferation, angiogenesis, survival and immune signaling",nan,,"Smiles=Cc1cc(c(=O)n2c1C(=O)NC23CCCCC3)Nc4cc(ncn4)N
InChiKey=HKTBYUWLRDZAJK-UHFFFAOYSA-N",nan,nan,nan,NK1 AND MNK2,,
Tozasertib,nan,2,Merck,"ChemSpider
ChEMBL
PubChem
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'VX6',2f4j 2xyn 3amb 3e5a 4af3 4b8m 4jbq 4zog 5wnm 6brj 6gr9,1,0,464.2,3.5,102.1,8,3,7,nan,"AURKA
AURKB
AURKC",Other,"Smiles=Cc1cc(n[nH]1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C
InChiKey=GCIKSSRWRFVXBI-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"VX-680
MK-0457
Tozasertib
VX-68
MK-045",,
Trametinib,Mekinist,4,GlaxoSmithKline,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,3,1,615.1,3.9,107.1,8,2,5,"Trametinib is indicated for the treatment of unresectable or metastatic melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test.","BRAF
MAP2K1
MAP2K2","TKL
STE","Smiles=Cc1c2c(c(n(c1=O)C)Nc3ccc(cc3F)I)c(=O)n(c(=O)n2c4cccc(c4)NC(=O)C)C5CC5
InChiKey=LIRYPHYGHXZJBZ-UHFFFAOYSA-N",2013,US-7378423-B2,Achiral Molecule,"Mekinist
GSK1120212
Trametinib",Y,293-303
Trilaciclib,nan,2,G1 Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,446.3,2.7,91.2,8,2,3,nan,"CDK4
CDK6",CMGC,"Smiles=CN1CCN(CC1)c2ccc(nc2)Nc3ncc4cc5n(c4n3)C6(CCCCC6)CNC5=O
InChiKey=PDGKHKMBHVFCMG-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"G1T28
Trilaciclib",,
Tucatinib,nan,2,Array BioPharma,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,1,480.2,5.1,110.9,10,2,5,nan,ERBB2,Tyr,"Smiles=Cc1cc(ccc1Oc2ccn3c(c2)ncn3)Nc4c5cc(ccc5ncn4)NC6=NC(CO6)(C)C
InChiKey=SDEAXTCZPQIFQM-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"Tucatinib
ONT-380
ARRY-380",,
Ulixertinib,nan,2,BioMed Valley Discoveries,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS",'EVK',6gdq,nan,0,432.1,4.7,90,4,4,7,nan,"MAPK1
MAPK3",CMGC,"Smiles=CC(C)Nc1cc(c(cn1)Cl)c2cc([nH]c2)C(=O)N[C@H](CO)c3cccc(c3)Cl
InChiKey=KSERXGMCDHOLSS-LJQANCHMSA-N",nan,nan,Single Stereoisomer,"VRT752271
VRT-752271
BVD-523",,
Umbralisib,nan,3,TG Therapeutics,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,2,571.2,6.7,109.1,8,1,6,nan,nan,,"Smiles=C[C@@H](c1c(c(=O)c2cc(ccc2o1)F)c3cccc(c3)F)n4c5c(c(n4)c6ccc(c(c6)F)OC(C)C)c(ncn5)N
InChiKey=IUVCFHHAEHNCFT-INIZCTEOSA-N",nan,nan,Single Stereoisomer,"Umbralisib
TGR-1202 base
RP-5264",,
Upadacitinib,Rinvoq,4,Abbvie,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS",NaN,NaN,nan,0,380.2,2.9,78.3,4,2,3,"On august 2019, FDA approved fedratinib to treat adults with moderately to severely active rheumatoid arthritis",JAK1,Tyr,"Smiles=CC[C@@H]1CN(C[C@@H]1c2cnc3n2c4cc[nH]c4nc3)C(=O)NCC(F)(F)F
InChiKey=WYQFJHHDOKWSHR-MNOVXSKESA-N",2019,nan,Single Stereoisomer,"ABT-494
Upadacitinib",Y,
Uprosertib,nan,2,GlaxoSmithKline,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,428.1,3.6,86.1,5,2,6,nan,"AKT1
AKT2
AKT3",AGC,"Smiles=Cn1c(c(cn1)Cl)c2cc(oc2Cl)C(=O)N[C@@H](Cc3ccc(c(c3)F)F)CN
InChiKey=AXTAPYRUEKNRBA-JTQLQIEISA-N",nan,nan,Single Stereoisomer,"Uprosertib
GSK2141795C
GSK2141795",,
Vactosertib,nan,1.5,MedPacto,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,399.2,4.2,83.8,6,2,5,"Vactosertib (EW-7197) acts as in inhibitor of transforming growth factor beta receptor 1B (ALK5) and activin A receptor type IB (ALK4). The compound is potent, selective, and orally bioavailable, and exhibits experimental anti-tumour activity.",nan,,"Smiles=Cc1cccc(n1)c2c(nc([nH]2)CNc3ccccc3F)c4ccc5ncnn5c4
InChiKey=FJCDSQATIJKQKA-UHFFFAOYSA-N",nan,nan,nan,,,
Vandetanib,Caprelsa;Zactima,4,Ipr Pharmaceuticals,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'ZD6',2ivu,1.5,1,474.1,5,59.5,6,1,6,"Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure.","VEGFA
EGFR
PTK6
TEK
RET","(*)
Tyr","Smiles=CN1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br
InChiKey=UHTHHESEBZOYNR-UHFFFAOYSA-N",2011,US-RE42353-E1,Achiral Molecule,"Caprelsa;Zactima
GNF-Pf-2188
ZD-6474
Vandetanib
ZD-64",Y,
Varlitinib,nan,2.5,Array Biopharma,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,1,466.1,5.2,93.5,9,2,6,Investigated for use/treatment in cancer/tumors (unspecified).,"EGFR
ERBB2",Tyr,"Smiles=C[C@@H]1COC(=N1)Nc2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5nccs5
InChiKey=UWXSAYUXVSFDBQ-CYBMUJFWSA-N",nan,nan,Single Stereoisomer,"ARRY-543
ASLAN-001
Varlitinib
ARRY-334543",,
Vatalanib,nan,3,Novartis,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,1,346.1,5,50.7,4,1,4,Used in combination with first- and second-line chemotherapy for the treatment of metastatic colorectal cancer and non-small cell lung cancer (NSCLC).,"FLT1
KDR
FLT4",Tyr,"Smiles=c1ccc2c(c1)c(nnc2Nc3ccc(cc3)Cl)Cc4ccncc4
InChiKey=YCOYDOIWSSHVCK-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"BAY-86-5127
PTK-787
NVP-PTK787
ZK-222584
K-222584
CGP-79787
PTK787
Vatalanib",,
Vemurafenib,Zelboraf,4,Hoffmann-La Roche,"ChemSpider
ChEMBL
PubChem
DrugBank
RCSB
PDBe
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",'032',3og7 4rzv 5hes,1.5,1,489.1,5.5,91.9,4,2,7,"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.",BRAF,TKL,"Smiles=CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F
InChiKey=GPXBXXGIAQBQNI-UHFFFAOYSA-N",2011,US-7504509-B2,Achiral Molecule,"Zelboraf
Vemurafenib
PLX-4032
Ro-5185426
RG-7204",Y,272
Verosudil,nan,2,Aerie Pharmaceutical,"ChemSpider
ChEMBL
PubChem
Guide to Pharmacology",NaN,NaN,nan,0,327.1,2.8,65.2,4,2,4,nan,nan,,"Smiles=CN(C)C(c1ccsc1)C(=O)Nc2ccc3c(c2)cc[nH]c3=O
InChiKey=VDYRZXYYQMMFJW-UHFFFAOYSA-N",nan,nan,Racemic Mixture,"Verosudil
AR-12286",,
Vistusertib,nan,2,Astrazeneca,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,462.2,2.5,92.7,8,1,4,nan,MTOR,Atypical,"Smiles=C[C@H]1COCCN1c2c3ccc(nc3nc(n2)N4CCOC[C@@H]4C)c5cccc(c5)C(=O)NC
InChiKey=JUSFANSTBFGBAF-IRXDYDNUSA-N",nan,nan,Single Stereoisomer,"AZD-2014
AZD2014
Vistusertib",,
Volasertib,nan,3,Boehringer Ingelheim,"ChemSpider
ChEMBL
DrugBank
RCSB
PDBe
Guide to Pharmacology
FDA SRS
BindingDB",'IBI',3fc2 5v67 5vbr,1,1,618.4,4.3,106.2,9,2,10,nan,PLK1,Other,"Smiles=CC[C@H]1N(c2nc(ncc2N(C1=O)C)Nc3c(cc(cc3)C(=O)N[C@H]4CC[C@@H](CC4)N5CCN(CC5)CC6CC6)OC)C(C)C
InChiKey=SXNJFOWDRLKDSF-STROYTFGSA-N",nan,nan,Single Stereoisomer,"BI-6727
Volasertib",,
Voruciclib,nan,2,Piramal Enterprises,"ChemSpider
ChEMBL
PubChem
DrugBank
Guide to Pharmacology
ZINC
FDA SRS
BindingDB",NaN,NaN,nan,0,469.1,4.3,94.1,6,3,3,nan,CDK4,CMGC,"Smiles=CN1CC[C@H]([C@@H]1CO)c2c(cc(c3c2oc(cc3=O)c4ccc(cc4Cl)C(F)(F)F)O)O
InChiKey=MRPGRAKIAJJGMM-OCCSQVGLSA-N",nan,nan,Single Stereoisomer,,,
Voxtalisib,nan,2,Sanofi,"ChemSpider
ChEMBL
PubChem
DrugBank
ZINC
FDA SRS",NaN,NaN,nan,0,270.1,1.1,102.5,6,2,2,nan,"PIK3CA
MTOR",Atypical,"Smiles=CCn1c2c(cc(c1=O)c3ccn[nH]3)c(nc(n2)N)C
InChiKey=RGHYDLZMTYDBDT-UHFFFAOYSA-N",nan,nan,Achiral Molecule,"SAR-245409
Voxtalisib
XL-765",,
Zanubrutinib,nan,4,BeiGene,"ChemSpider
ChEMBL
PubChem
BindingDB",NaN,NaN,nan,0,471.2,4.2,102.5,6,2,6,"Zanubrutinib (BGB-3111) is a potent, selective and and irreversible BTK inhibitor that is being investigated for clinical utility in the treatment of hematological cancers, such as non-Hodgkin's lymphoma and chronic lymphocytic leukemia (CLL) [1-2].",nan,,"Smiles=C=CC(=O)N1CCC(CC1)C2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5
InChiKey=RNOAOAWBMHREKO-UHFFFAOYSA-N",2019,nan,nan,"BGB-3111
ZANUBRUTINIB",Y,
