,INN_Name,ChEMBL_ID,Smiles,InCHI key,RoF,MW,LogP,TPSA,HBA,HBD,NRB,image_link,Targets
162,Sunitinib,CHEMBL535,Smiles=CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,InChiKey=WINHZLLDWRZWRT-ATVHPVEESA-N,0,398.2,3.3,77.2,3,3,7,http://www.icoa.fr/pkidb/static/img/mol/Sunitinib.svg,"PDGFRB,FLT1,KIT,KDR,FLT4,FLT3,CSF1R,PDGFRA"
163,Sorafenib,CHEMBL1336,Smiles=CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,InChiKey=MLDQJTXFUGDVEO-UHFFFAOYSA-N,1,464.1,5.5,92.3,4,3,5,http://www.icoa.fr/pkidb/static/img/mol/Sorafenib.svg,"BRAF,RAF1,FLT4,KDR,FLT3,PDGFRB,KIT,FGFR1,RET,FLT1"
164,Abemaciclib,CHEMBL3301610,Smiles=CCN1CCN(CC1)Cc2ccc(nc2)Nc3ncc(c(n3)c4cc5c(c(c4)F)nc(n5C(C)C)C)F,InChiKey=UZWDCWONPYILKI-UHFFFAOYSA-N,1,506.3,4.9,75.0,8,1,7,http://www.icoa.fr/pkidb/static/img/mol/Abemaciclib.svg,"CDK4,CDK6"
165,Vemurafenib,CHEMBL1229517,Smiles=CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,InChiKey=GPXBXXGIAQBQNI-UHFFFAOYSA-N,1,489.1,5.5,91.9,4,2,7,http://www.icoa.fr/pkidb/static/img/mol/Vemurafenib.svg,BRAF
166,Osimertinib,CHEMBL3353410,Smiles=Cn1cc(c2c1cccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,InChiKey=DUYJMQONPNNFPI-UHFFFAOYSA-N,0,499.3,4.5,87.6,8,2,10,http://www.icoa.fr/pkidb/static/img/mol/Osimertinib.svg,EGFR
167,Alpelisib,CHEMBL2396661,Smiles=Cc1c(sc(n1)NC(=O)N2CCC[C@H]2C(=O)N)c3ccnc(c3)C(C)(C)C(F)(F)F,InChiKey=STUWGJZDJHPWGZ-LBPRGKRZSA-N,0,441.1,3.8,101.2,5,2,4,http://www.icoa.fr/pkidb/static/img/mol/Alpelisib.svg,PIK3CA
168,Lenvatinib,CHEMBL1289601,Smiles=COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4,InChiKey=WOSKHXYHFSIKNG-UHFFFAOYSA-N,0,426.1,4.1,115.6,5,3,6,http://www.icoa.fr/pkidb/static/img/mol/Lenvatinib.svg,"FLT1,KDR,FLT4,FGFR1,FGFR2,FGFR3,FGFR4,KIT"
169,Erdafitinib,CHEMBL3545376,Smiles=CC(C)NCCN(c1ccc2c(c1)nc(cn2)c3cnn(c3)C)c4cc(cc(c4)OC)OC,InChiKey=OLAHOMJCDNXHFI-UHFFFAOYSA-N,0,446.2,4.2,77.3,8,1,9,http://www.icoa.fr/pkidb/static/img/mol/Erdafitinib.svg,FGFR1
170,Lorlatinib,CHEMBL3286830,Smiles=C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(n(n3)C)C#N)-c4cc(c(nc4)N)O1)C)F,InChiKey=IIXWYSCJSQVBQM-LLVKDONJSA-N,0,406.2,2.8,110.1,7,1,0,http://www.icoa.fr/pkidb/static/img/mol/Lorlatinib.svg,"ALK,ROS1"
171,Upadacitinib,CHEMBL3622821,Smiles=CC[C@@H]1CN(C[C@@H]1c2cnc3n2c4cc[nH]c4nc3)C(=O)NCC(F)(F)F,InChiKey=WYQFJHHDOKWSHR-MNOVXSKESA-N,0,380.2,2.9,78.3,4,2,3,http://www.icoa.fr/pkidb/static/img/mol/Upadacitinib.svg,JAK1
172,Fedratinib,CHEMBL1287853,Smiles=Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)OCCN4CCCC4,InChiKey=JOOXLOJCABQBSG-UHFFFAOYSA-N,1,524.3,4.8,108.5,8,3,10,http://www.icoa.fr/pkidb/static/img/mol/Fedratinib.svg,"JAK2,FLT3,BRD4"
173,Dacomitinib,CHEMBL2110732,Smiles=COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,InChiKey=LVXJQMNHJWSHET-AATRIKPKSA-N,1,469.2,5.2,79.4,6,2,7,http://www.icoa.fr/pkidb/static/img/mol/Dacomitinib.svg,EGFR
174,Binimetinib,CHEMBL3187723,Smiles=Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3F)Br)C(=O)NOCCO,InChiKey=ACWZRVQXLIRSDF-UHFFFAOYSA-N,0,440.0,3.0,88.4,6,3,6,http://www.icoa.fr/pkidb/static/img/mol/Binimetinib.svg,MAP2K1
175,Encorafenib,CHEMBL3301612,Smiles=C[C@@H](CNc1nccc(n1)c2cn(nc2c3cc(cc(c3F)NS(=O)(=O)C)Cl)C(C)C)NC(=O)OC,InChiKey=CMJCXYNUCSMDBY-ZDUSSCGKSA-N,1,539.2,3.9,140.1,9,3,9,http://www.icoa.fr/pkidb/static/img/mol/Encorafenib.svg,BRAF
176,Zanubrutinib,CHEMBL3973435,Smiles=C=CC(=O)N1CCC(CC1)C2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5,InChiKey=RNOAOAWBMHREKO-UHFFFAOYSA-N,0,471.2,4.2,102.5,6,2,6,http://www.icoa.fr/pkidb/static/img/mol/Zanubrutinib.svg,
177,Duvelisib,CHEMBL3039502,Smiles=C[C@@H](c1cc2cccc(c2c(=O)n1c3ccccc3)Cl)Nc4c5c([nH]cn5)ncn4,InChiKey=SJVQHLPISAIATJ-ZDUSSCGKSA-N,0,416.1,4.5,88.5,6,2,4,http://www.icoa.fr/pkidb/static/img/mol/Duvelisib.svg,"PIK3CD,PIK3CG"
178,Gilteritinib,CHEMBL3301622,Smiles=CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5,InChiKey=GYQYAJJFPNQOOW-UHFFFAOYSA-N,1,552.4,2.7,121.1,10,3,9,http://www.icoa.fr/pkidb/static/img/mol/Gilteritinib.svg,"FLT3,AXL,ALK"
179,Fostamatinib,CHEMBL2103830,Smiles=CC1(C(=O)N(c2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)COP(=O)(O)O)C,InChiKey=GKDRMWXFWHEQQT-UHFFFAOYSA-N,2,580.1,3.1,186.7,12,4,10,http://www.icoa.fr/pkidb/static/img/mol/Fostamatinib.svg,SYK
180,Bosutinib,CHEMBL288441,Smiles=CN1CCN(CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,InChiKey=UBPYILGKFZZVDX-UHFFFAOYSA-N,2,529.2,5.2,82.9,8,1,9,http://www.icoa.fr/pkidb/static/img/mol/Bosutinib.svg,"BCR,ABL1,LYN,HCK,SRC,CDK2,MAP2K1,MAP2K2,MAP3K2,CAMK2G"
181,Alectinib,CHEMBL1738797,Smiles=CCc1cc2c(cc1N3CCC(CC3)N4CCOCC4)C(c5c(c6ccc(cc6[nH]5)C#N)C2=O)(C)C,InChiKey=KDGFLJKFZUIJMX-UHFFFAOYSA-N,0,482.3,4.8,72.4,5,1,3,http://www.icoa.fr/pkidb/static/img/mol/Alectinib.svg,ALK
182,Palbociclib,CHEMBL189963,Smiles=Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,InChiKey=AHJRHEGDXFFMBM-UHFFFAOYSA-N,0,447.2,3.0,105.0,9,2,5,http://www.icoa.fr/pkidb/static/img/mol/Palbociclib.svg,"CDK4,CDK6"
183,Afatinib,CHEMBL1173655,Smiles=CN(C)C/C=C/C(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F,InChiKey=ULXXDDBFHOBEHA-CWDCEQMOSA-N,0,485.2,4.4,88.6,7,2,8,http://www.icoa.fr/pkidb/static/img/mol/Afatinib.svg,"EGFR,ERBB2,ERBB4"
184,Acalabrutinib,CHEMBL3707348,Smiles=CC#CC(=O)N1CCC[C@H]1c2nc(c3n2ccnc3N)c4ccc(cc4)C(=O)Nc5ccccn5,InChiKey=WDENQIQQYWYTPO-IBGZPJMESA-N,0,465.2,3.3,118.5,7,2,4,http://www.icoa.fr/pkidb/static/img/mol/Acalabrutinib.svg,BTK
185,Baricitinib,CHEMBL2105759,Smiles=CCS(=O)(=O)N1CC(C1)(CC#N)n2cc(cn2)c3c4cc[nH]c4ncn3,InChiKey=XUZMWHLSFXCVMG-UHFFFAOYSA-N,0,371.1,1.1,120.6,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Baricitinib.svg,"JAK1,JAK2"
186,Axitinib,CHEMBL1289926,Smiles=CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3/C=C/c4ccccn4,InChiKey=RITAVMQDGBJQJZ-FMIVXFBMSA-N,0,386.1,4.6,70.7,4,2,5,http://www.icoa.fr/pkidb/static/img/mol/Axitinib.svg,"FLT1,KDR,FLT4"
187,Brigatinib,CHEMBL3545311,Smiles=CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl,InChiKey=AILRADAXUVEEIR-UHFFFAOYSA-N,2,583.3,5.1,85.9,9,2,8,http://www.icoa.fr/pkidb/static/img/mol/Brigatinib.svg,"ALK,EGFR"
188,Ceritinib,CHEMBL2403108,Smiles=Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl,InChiKey=VERWOWGGCGHDQE-UHFFFAOYSA-N,2,557.2,6.4,105.2,8,3,9,http://www.icoa.fr/pkidb/static/img/mol/Ceritinib.svg,ALK
189,Regorafenib,CHEMBL1946170,Smiles=CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,InChiKey=FNHKPVJBJVTLMP-UHFFFAOYSA-N,1,482.1,5.7,92.3,4,3,5,http://www.icoa.fr/pkidb/static/img/mol/Regorafenib.svg,"FLT1,KDR,FLT4,KIT,PDGFRA,PDGFRB,FGFR1,FGFR2,TEK,DDR2,NTRK1,EPHA2,RAF1,BRAF,MAPK11,FRK,ABL1,RET"
190,Icotinib,CHEMBL2087361,Smiles=C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4,InChiKey=QQLKULDARVNMAL-UHFFFAOYSA-N,0,391.2,3.2,74.7,7,1,2,http://www.icoa.fr/pkidb/static/img/mol/Icotinib.svg,EGFR
191,Idelalisib,CHEMBL2216870,Smiles=CC[C@@H](c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c([nH]cn5)ncn4,InChiKey=IFSDAJWBUCMOAH-HNNXBMFYSA-N,0,415.2,3.8,101.4,7,2,5,http://www.icoa.fr/pkidb/static/img/mol/Idelalisib.svg,PIK3CD
192,Imatinib,CHEMBL941,Smiles=Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,InChiKey=KTUFNOKKBVMGRW-UHFFFAOYSA-N,0,493.3,4.6,86.3,7,2,7,http://www.icoa.fr/pkidb/static/img/mol/Imatinib.svg,"KIT,RET,NTRK1,CSF1R,PDGFRA,DDR1,ABL1,PDGFRB"
193,Ponatinib,CHEMBL1171837,Smiles=Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,InChiKey=PHXJVRSECIGDHY-UHFFFAOYSA-N,1,532.2,4.5,65.8,6,1,4,http://www.icoa.fr/pkidb/static/img/mol/Ponatinib.svg,"ABL1,BCR,KIT,RET,TEK,FLT3,FGFR1,FGFR2,FGFR3,FGFR4,LCK,SRC,LYN,KDR,PDGFRA"
194,Lapatinib,CHEMBL554,Smiles=CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,InChiKey=BCFGMOOMADDAQU-UHFFFAOYSA-N,2,580.1,6.1,106.4,8,2,11,http://www.icoa.fr/pkidb/static/img/mol/Lapatinib.svg,"EGFR,ERBB2"
195,Ribociclib,CHEMBL3545110,Smiles=CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5,InChiKey=RHXHGRAEPCAFML-UHFFFAOYSA-N,0,434.3,2.8,91.2,8,2,5,http://www.icoa.fr/pkidb/static/img/mol/Ribociclib.svg,"CDK4,CDK6"
196,Midostaurin,CHEMBL608533,Smiles=C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,InChiKey=BMGQWWVMWDBQGC-IIFHNQTCSA-N,2,570.2,5.9,77.7,6,1,3,http://www.icoa.fr/pkidb/static/img/mol/Midostaurin.svg,
197,Abivertinib,,Smiles=CN1CCN(CC1)c2ccc(cc2F)Nc3nc4c(cc[nH]4)c(n3)Oc5cccc(c5)NC(=O)C=C,InChiKey=UOFYSRZSLXWIQB-UHFFFAOYSA-N,0,487.2,4.5,98.4,7,3,7,http://www.icoa.fr/pkidb/static/img/mol/Abivertinib.svg,
198,Acalisib,,Smiles=C[C@@H](c1nc2ccc(cc2c(=O)n1c3ccccc3)F)Nc4c5c(nc[nH]5)ncn4,InChiKey=DOCINCLJNAXZQF-LBPRGKRZSA-N,0,401.1,3.4,101.4,7,2,4,http://www.icoa.fr/pkidb/static/img/mol/Acalisib.svg,PIK3CA
199,Acumapimod,,Smiles=Cc1ccc(cc1n2c(c(cn2)C(=O)c3cccc(c3)C#N)N)C(=O)NC4CC4,InChiKey=VGUSQKZDZHAAEE-UHFFFAOYSA-N,0,385.2,2.8,113.8,6,2,5,http://www.icoa.fr/pkidb/static/img/mol/Acumapimod.svg,"MAPK14,MAPK11,MAPK13,MAPK12"
200,Anlotinib,,Smiles=Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC,InChiKey=KSMZEXLVHXZPEF-UHFFFAOYSA-N,0,407.2,4.8,82.4,5,2,6,http://www.icoa.fr/pkidb/static/img/mol/Anlotinib.svg,"KDR,FLT4"
201,Apatinib,,Smiles=N#CC1(CCCC1)c1ccc(cc1)NC(=O)c1cccnc1Nc1cnccc1C,InChiKey=MGZNERAVOCFMCU-UHFFFAOYSA-N,1,397.2,5.1,90.7,5,2,5,http://www.icoa.fr/pkidb/static/img/mol/Apatinib.svg,KDR
202,Asciminib,,Smiles=c1cc(ccc1NC(=O)c2cc(c(nc2)N3CC[C@H](C3)O)c4ccn[nH]4)OC(F)(F)Cl,InChiKey=VOVZXURTCKPRDQ-CQSZACIVSA-N,0,449.1,3.5,103.4,6,3,6,http://www.icoa.fr/pkidb/static/img/mol/Asciminib.svg,
203,Avapritinib,,Smiles=C[C@](c1ccc(cc1)F)(c2cnc(nc2)N3CCN(CC3)c4c5cc(cn5ncn4)c6cnn(c6)C)N,InChiKey=DWYRIWUZIJHQKQ-SANMLTNESA-N,0,498.2,2.6,106.3,10,1,5,http://www.icoa.fr/pkidb/static/img/mol/Avapritinib.svg,
204,Ceralasertib,,Smiles=CC1COCCN1c2cc(nc(n2)c3cncc4c3cc[nH]4)C5(CC5)S(=N)(=O)C,InChiKey=DTTJKLNXNZAVSM-UHFFFAOYSA-N,0,412.2,2.9,107.8,7,2,4,http://www.icoa.fr/pkidb/static/img/mol/Ceralasertib.svg,
205,Derazantinib,,Smiles=COCCNCCc1cccc(c1)Nc2ncc3c(n2)-c4ccccc4[C@@H](C3)c5ccccc5F,InChiKey=KPJDVVCDVBFRMU-AREMUKBSSA-N,1,468.2,5.5,59.1,5,2,9,http://www.icoa.fr/pkidb/static/img/mol/Derazantinib.svg,
206,Fruquintinib,,Smiles=Cc1c(c2ccc(cc2o1)Oc3c4cc(c(cc4ncn3)OC)OC)C(=O)NC,InChiKey=BALLNEJQLSTPIO-UHFFFAOYSA-N,0,393.1,3.9,95.7,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Fruquintinib.svg,"FLT1,KDR,FLT4"
207,Lazertinib,,Smiles=CN(C)Cc1cn(nc1c2ccccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N5CCOCC5)NC(=O)C=C,InChiKey=RRMJMHOQSALEJJ-UHFFFAOYSA-N,1,554.3,4.1,109.7,10,2,10,http://www.icoa.fr/pkidb/static/img/mol/Lazertinib.svg,
208,Netarsudil,,Smiles=Cc1ccc(c(c1)C)C(=O)OCc2ccc(cc2)[C@@H](CN)C(=O)Nc3ccc4cnccc4c3,InChiKey=OURRXQUGYQRVML-AREMUKBSSA-N,0,453.2,4.9,94.3,5,2,7,http://www.icoa.fr/pkidb/static/img/mol/Netarsudil.svg,
209,Panulisib,,Smiles=CC(C)(C#N)c1ccc(cn1)n2c3c4cc(ccc4ncc3n(c2=NC#N)C)c5cc(c(nc5)N)C(F)(F)F,InChiKey=VJLRLTSXTLICIR-UHFFFAOYSA-N,1,527.2,4.8,134.5,9,1,3,http://www.icoa.fr/pkidb/static/img/mol/Panulisib.svg,"PIK3CA,MTOR"
210,Parsaclisib,,Smiles=Cc1[nH]nc(c1)Nc2nc(nc(c2)C)[C@H]3CC[C@@](CC3)(OC)C(=O)N[C@H](c4cnc(cc4)n5ncc(c5)F)C,InChiKey=GBLBJPZSROAGMF-BATDWUPUSA-N,0,432.1,3.1,107.9,7,2,5,http://www.icoa.fr/pkidb/static/img/mol/Parsaclisib.svg,
211,Peficitinib,,Smiles=Cc1ccc(cc1Nc2nccc(n2)c3cnccn3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,InChiKey=DUPWHXBITIZIKZ-UHFFFAOYSA-N,0,326.2,2.0,104.0,4,4,3,http://www.icoa.fr/pkidb/static/img/mol/Peficitinib.svg,"JAK1,JAK2,JAK3,TYK2"
212,Pralsetinib,,Smiles=CCn1c2cc(ncc2cc(c1=O)c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)NC,InChiKey=CEFJVGZHQAGLHS-UHFFFAOYSA-N,1,533.3,4.2,135.5,9,3,8,http://www.icoa.fr/pkidb/static/img/mol/Pralsetinib.svg,
213,Radotinib,,Smiles=C[C@H]([C@@H](C)Oc1c(cnc(n1)Nc2ccc(cc2)[S@](=N)(=O)C3CC3)C(F)(F)F)O,InChiKey=UELYDGOOJPRWGF-SRQXXRKNSA-N,2,530.2,5.8,110.5,8,2,6,http://www.icoa.fr/pkidb/static/img/mol/Radotinib.svg,"ABL1,PDGFRB"
214,Ripretinib,,Smiles=C[C@@H](Cn1c2c3cc(ccc3ncc2n(c1=O)C)c4cc(cnc4)C(C)(C)O)OC,InChiKey=ACCFLVVUVBJNGT-AWEZNQCLSA-N,2,509.1,5.7,88.0,5,3,5,http://www.icoa.fr/pkidb/static/img/mol/Ripretinib.svg,
215,Roniciclib,,Smiles=Cn1cnc(c1C[N+](C)(C)C/C=C/C(=O)Nc2cc3c(cn2)ncnc3Nc4ccc(c(c4)Br)Cl)[N+](=O)[O-].[Br-],InChiKey=WAKIMVYUBWMMHJ-FXRZFVDSSA-N,0,430.1,4.0,108.2,7,3,7,http://www.icoa.fr/pkidb/static/img/mol/Roniciclib.svg,"CDK1,CDK2,CDK4,CDK9"
216,Samotolisib,,Smiles=C[C@@H](Cn1c2c3cc(ccc3ncc2n(c1=O)C)c4cc(cnc4)C(C)(C)O)OC,InChiKey=ACCFLVVUVBJNGT-AWEZNQCLSA-N,0,406.2,3.2,82.2,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Samotolisib.svg,
217,Tarloxotinib,,Smiles=Cn1cnc(c1C[N+](C)(C)C/C=C/C(=O)Nc2cc3c(cn2)ncnc3Nc4ccc(c(c4)Br)Cl)[N+](=O)[O-].[Br-],InChiKey=WAKIMVYUBWMMHJ-FXRZFVDSSA-N,1,679.0,1.6,140.8,9,2,9,http://www.icoa.fr/pkidb/static/img/mol/Tarloxotinib.svg,EGFR
